x,sin(x)
3.6168000000000005,-0.4575228290000169
5.5832,-0.6442064494792527
1.3167999999999997,0.9679159802112656
1.2832,0.9589284423571817
3.8832,-0.6754740148716779
2.516800000000001,0.5849291100726198
2.6832,0.4425072673367221
5.0832,-0.9320337618092108
0.08319999999999972,0.08310404482259322
5.3831999999999995,-0.783317776339301
2.3167999999999997,0.7344070701066089
4.3832,-0.9463048376208189
3.6832,-0.5155139618783883
0.31679999999999975,0.3115274018829261
0.38319999999999954,0.37389029206389973
2.2832,0.756792891357904
3.2168,-0.07513646918228581
1.0168,0.8504288909742826
3.516800000000001,-0.36646545862624735
1.8831999999999995,0.951597558200135
2.016800000000001,0.9021781718014268
3.3167999999999997,-0.17431231336233496
4.8832,-0.9854472325853845
0.4168000000000003,0.40483648570551345
1.5831999999999997,0.9999230754317623
0.5167999999999999,0.4941005771840807
5.7832,-0.47941264438947473
4.7832,-0.9974939471673847
0.6832000000000003,0.6312780330543543
2.1832000000000003,0.8182686651910704
3.5831999999999997,-0.42739316355732154
5.4832,-0.7173458542355307
0.5831999999999997,0.5506978068232409
3.1832,-0.041595342542133464
1.1168000000000005,0.8987016522174942
1.7168,0.9893603843224578
1.5168,0.9985425525095181
3.2832,-0.14113455382659745
1.8167999999999997,0.9698933890909104
5.8831999999999995,-0.389404809282843
3.3832,-0.23926359530210695
3.4832,-0.3350019940233871
4.5832,-0.9916667034344446
3.9832,-0.7457150015701554
0.11680000000000046,0.11653461215026528
3.016800000000001,0.12446900208214415
5.6832,-0.5646303468261176
1.4832,0.9961658943351652
5.2832,-0.8414630461523198
2.2168,0.7984959577900745
2.1168000000000005,0.854606537810973
4.9832,-0.9635542550009373
1.4168000000000003,0.9881659802757271
2.9832,0.15773118526330057
5.9832,-0.2955061700419725
0.18320000000000025,0.18217695123901706
2.8832,0.2555268970070292
6.0832,-0.19865493083139624
4.2832,-0.9093035410982674
2.7168,0.41213187227058334
1.6168000000000005,0.9989420176329175
2.4167999999999994,0.6629802297413392
2.7832,0.35076946846182566
2.8167999999999997,0.3191122870182103
0.4832000000000001,0.46461519014284297
1.1832000000000003,0.9258202357868942
0.6168000000000005,0.5784277790233613
1.6832000000000003,0.9936893556892689
1.7832,0.9775270203747581
4.4832,-0.9738509690126533
1.3831999999999995,0.9824553529110357
3.4167999999999994,-0.2717464865272577
4.0832,-0.80850505047355
6.1832,-0.09981879721854132
0.9832000000000001,0.8322755874566298
3.0831999999999997,0.05835947565541933
2.6168000000000005,0.5010335720879131
0.9168000000000003,0.7936589253668727
3.1168000000000005,0.024790113761018157
0.016799999999999926,0.01679920973915217
3.7832,-0.5984839150986259
2.9167999999999994,0.22290423727844896
5.183199999999999,-0.891200695358887
2.4832,0.6118462693301318
0.7168000000000001,0.6569755216974423
1.2168,0.9379948836230179
1.9832,0.9161600477803075
4.183199999999999,-0.8632167841688502
1.0831999999999997,0.8834615394561054
0.8831999999999995,0.7727738129010189
0.7831999999999999,0.705550737851962
0.2831999999999999,0.27942960577835346
0.2168000000000001,0.2151056392379933
2.5831999999999997,0.529823679869845
6.2832,1.469282041289069e-05
4.683199999999999,-0.999574031956949
1.9167999999999994,0.9407355397196958
2.3832,0.6877554931167591
0.8167999999999997,0.7289589821259571
