x,sin(x)
2.9167999999999994,0.22290423727844896
3.1168000000000005,0.024790113761018157
0.4832000000000001,0.46461519014284297
1.0831999999999997,0.8834615394561054
1.9167999999999994,0.9407355397196958
5.6832,-0.5646303468261176
0.7168000000000001,0.6569755216974423
2.4832,0.6118462693301318
2.7832,0.35076946846182566
3.016800000000001,0.12446900208214415
1.1168000000000005,0.8987016522174942
1.7832,0.9775270203747581
2.1168000000000005,0.854606537810973
5.4832,-0.7173458542355307
2.2832,0.756792891357904
5.8831999999999995,-0.389404809282843
4.5832,-0.9916667034344446
1.5168,0.9985425525095181
2.2168,0.7984959577900745
2.6832,0.4425072673367221
3.4832,-0.3350019940233871
3.3832,-0.23926359530210695
0.5167999999999999,0.4941005771840807
3.2832,-0.14113455382659745
3.5831999999999997,-0.42739316355732154
4.0832,-0.80850505047355
2.5831999999999997,0.529823679869845
0.18320000000000025,0.18217695123901706
3.3167999999999997,-0.17431231336233496
0.9832000000000001,0.8322755874566298
2.016800000000001,0.9021781718014268
4.7832,-0.9974939471673847
2.9832,0.15773118526330057
1.8167999999999997,0.9698933890909104
2.1832000000000003,0.8182686651910704
0.2831999999999999,0.27942960577835346
5.3831999999999995,-0.783317776339301
1.3831999999999995,0.9824553529110357
2.3832,0.6877554931167591
6.2832,1.469282041289069e-05
1.7168,0.9893603843224578
1.4832,0.9961658943351652
4.683199999999999,-0.999574031956949
3.9832,-0.7457150015701554
3.6832,-0.5155139618783883
0.7831999999999999,0.705550737851962
0.6832000000000003,0.6312780330543543
3.8832,-0.6754740148716779
3.4167999999999994,-0.2717464865272577
2.3167999999999997,0.7344070701066089
4.4832,-0.9738509690126533
3.2168,-0.07513646918228581
0.38319999999999954,0.37389029206389973
0.31679999999999975,0.3115274018829261
2.7168,0.41213187227058334
1.2832,0.9589284423571817
1.5831999999999997,0.9999230754317623
4.9832,-0.9635542550009373
4.2832,-0.9093035410982674
1.6168000000000005,0.9989420176329175
1.9832,0.9161600477803075
6.0832,-0.19865493083139624
2.4167999999999994,0.6629802297413392
1.3167999999999997,0.9679159802112656
5.2832,-0.8414630461523198
0.08319999999999972,0.08310404482259322
2.516800000000001,0.5849291100726198
0.4168000000000003,0.40483648570551345
3.0831999999999997,0.05835947565541933
0.5831999999999997,0.5506978068232409
2.6168000000000005,0.5010335720879131
6.1832,-0.09981879721854132
1.8831999999999995,0.951597558200135
0.2168000000000001,0.2151056392379933
0.6168000000000005,0.5784277790233613
0.9168000000000003,0.7936589253668727
1.4168000000000003,0.9881659802757271
4.183199999999999,-0.8632167841688502
0.11680000000000046,0.11653461215026528
4.3832,-0.9463048376208189
2.0831999999999997,0.8715685690053073
5.9832,-0.2955061700419725
2.8832,0.2555268970070292
